Area,Item,Element,Year,Value,Unit
Mauritius,Goats,Stocks,2002,55000,An
Mauritius,Goats,Stocks,2003,56750,An
Mauritius,Goats,Stocks,2004,40000,An
Mauritius,Goats,Stocks,2005,30000,An
Mauritius,Goats,Stocks,2006,23734,An
Mauritius,Goats,Stocks,2007,24805,An
Mauritius,Goats,Stocks,2008,25994,An
Mauritius,Goats,Stocks,2009,26014,An
Mauritius,Goats,Stocks,2010,27819,An
Mauritius,Goats,Stocks,2011,28176,An
Mauritius,Goats,Stocks,2012,27430,An
Mauritius,Goats,Stocks,2013,25702,An
Mauritius,Goats,Stocks,2014,26558,An
Mauritius,Goats,Stocks,2015,26809,An
Mauritius,Goats,Stocks,2016,26959,An
Mauritius,Goats,Stocks,2017,25618,An
Mauritius,Goats,Stocks,2018,26026,An
Mauritius,Goats,Stocks,2019,25831,An
Mauritius,Goats,Stocks,2020,25782,An
Mauritius,Goats,Stocks,2021,22142,An
Mauritius,Goats,Stocks,2022,21608,An
Mauritius,Goats,Stocks,2023,21894,An
Mauritius,Green corn (maize),Area harvested,2000,29,ha
Mauritius,Green corn (maize),Area harvested,2001,30,ha
Mauritius,Green corn (maize),Area harvested,2002,28,ha
Mauritius,Green corn (maize),Area harvested,2003,27,ha
Mauritius,Green corn (maize),Area harvested,2004,57,ha
Mauritius,Green corn (maize),Area harvested,2005,63,ha
Mauritius,Green corn (maize),Area harvested,2006,58,ha
Mauritius,Green corn (maize),Area harvested,2007,108,ha
Mauritius,Green corn (maize),Area harvested,2008,61,ha
Mauritius,Green corn (maize),Area harvested,2009,14,ha
Mauritius,Green corn (maize),Area harvested,2010,48,ha
Mauritius,Green corn (maize),Area harvested,2011,43,ha
Mauritius,Green corn (maize),Area harvested,2012,58,ha
Mauritius,Green corn (maize),Area harvested,2013,93,ha
Mauritius,Green corn (maize),Area harvested,2014,69,ha
Mauritius,Green corn (maize),Area harvested,2015,71,ha
Mauritius,Green corn (maize),Area harvested,2016,61,ha
Mauritius,Green corn (maize),Area harvested,2017,59,ha
Mauritius,Green corn (maize),Area harvested,2018,64,ha
Mauritius,Green corn (maize),Area harvested,2019,69,ha
Mauritius,Green corn (maize),Area harvested,2020,87,ha
Mauritius,Green corn (maize),Area harvested,2021,128,ha
Mauritius,Green corn (maize),Area harvested,2022,89,ha
Mauritius,Green corn (maize),Area harvested,2023,129,ha
Mauritius,Green corn (maize),Yield,2000,6947.3,kg/ha
Mauritius,Green corn (maize),Yield,2001,6980.3,kg/ha
Mauritius,Green corn (maize),Yield,2002,7016.7,kg/ha
Mauritius,Green corn (maize),Yield,2003,6555.6,kg/ha
Mauritius,Green corn (maize),Yield,2004,6473.7,kg/ha
Mauritius,Green corn (maize),Yield,2005,7539.7,kg/ha
Mauritius,Green corn (maize),Yield,2006,7793.1,kg/ha
Mauritius,Green corn (maize),Yield,2007,10490.7,kg/ha
Mauritius,Green corn (maize),Yield,2008,7541,kg/ha
Mauritius,Green corn (maize),Yield,2009,8000,kg/ha
Mauritius,Green corn (maize),Yield,2010,6833.3,kg/ha
Mauritius,Green corn (maize),Yield,2011,7441.9,kg/ha
Mauritius,Green corn (maize),Yield,2012,7120.7,kg/ha
Mauritius,Green corn (maize),Yield,2013,6795.7,kg/ha
Mauritius,Green corn (maize),Yield,2014,9058,kg/ha
Mauritius,Green corn (maize),Yield,2015,6352.1,kg/ha
Mauritius,Green corn (maize),Yield,2016,6773.4,kg/ha
Mauritius,Green corn (maize),Yield,2017,7491.5,kg/ha
Mauritius,Green corn (maize),Yield,2018,6046.9,kg/ha
Mauritius,Green corn (maize),Yield,2019,7173.9,kg/ha
Mauritius,Green corn (maize),Yield,2020,8942.5,kg/ha
Mauritius,Green corn (maize),Yield,2021,8640.6,kg/ha
Mauritius,Green corn (maize),Yield,2022,9247.2,kg/ha
Mauritius,Green corn (maize),Yield,2023,11643.4,kg/ha
Mauritius,Green corn (maize),Production,2000,202.97,t
Mauritius,Green corn (maize),Production,2001,210.56,t
Mauritius,Green corn (maize),Production,2002,195.57,t
Mauritius,Green corn (maize),Production,2003,177,t
Mauritius,Green corn (maize),Production,2004,369,t
Mauritius,Green corn (maize),Production,2005,475,t
Mauritius,Green corn (maize),Production,2006,452,t
Mauritius,Green corn (maize),Production,2007,1133,t
Mauritius,Green corn (maize),Production,2008,460,t
Mauritius,Green corn (maize),Production,2009,112,t
Mauritius,Green corn (maize),Production,2010,328,t
Mauritius,Green corn (maize),Production,2011,320,t
Mauritius,Green corn (maize),Production,2012,413,t
Mauritius,Green corn (maize),Production,2013,632,t
Mauritius,Green corn (maize),Production,2014,625,t
Mauritius,Green corn (maize),Production,2015,451,t
Mauritius,Green corn (maize),Production,2016,414.53,t
Mauritius,Green corn (maize),Production,2017,442,t
Mauritius,Green corn (maize),Production,2018,387,t
Mauritius,Green corn (maize),Production,2019,495,t
Mauritius,Green corn (maize),Production,2020,778,t
Mauritius,Green corn (maize),Production,2021,1106,t
Mauritius,Green corn (maize),Production,2022,823,t
Mauritius,Green corn (maize),Production,2023,1502,t
Mauritius,Green garlic,Area harvested,2000,7,ha
Mauritius,Green garlic,Area harvested,2001,6,ha
Mauritius,Green garlic,Area harvested,2002,4,ha
Mauritius,Green garlic,Area harvested,2003,8,ha
Mauritius,Green garlic,Area harvested,2004,8,ha
Mauritius,Green garlic,Area harvested,2005,12,ha
Mauritius,Green garlic,Area harvested,2006,8,ha
Mauritius,Green garlic,Area harvested,2007,9,ha
Mauritius,Green garlic,Area harvested,2008,3,ha
Mauritius,Green garlic,Area harvested,2009,4,ha
Mauritius,Green garlic,Area harvested,2010,4,ha
Mauritius,Green garlic,Area harvested,2011,5,ha
Mauritius,Green garlic,Area harvested,2012,16,ha
Mauritius,Green garlic,Area harvested,2013,16,ha
Mauritius,Green garlic,Area harvested,2014,27,ha
Mauritius,Green garlic,Area harvested,2015,13,ha
Mauritius,Green garlic,Area harvested,2016,18,ha
Mauritius,Green garlic,Area harvested,2017,14,ha
Mauritius,Green garlic,Area harvested,2018,10,ha
Mauritius,Green garlic,Area harvested,2019,8,ha
Mauritius,Green garlic,Area harvested,2020,7,ha
Mauritius,Green garlic,Area harvested,2021,5,ha
Mauritius,Green garlic,Area harvested,2022,7,ha
Mauritius,Green garlic,Area harvested,2023,12,ha
Mauritius,Green garlic,Yield,2000,6571.4,kg/ha
Mauritius,Green garlic,Yield,2001,6666.7,kg/ha
Mauritius,Green garlic,Yield,2002,6250,kg/ha
Mauritius,Green garlic,Yield,2003,7875,kg/ha
Mauritius,Green garlic,Yield,2004,9500,kg/ha
Mauritius,Green garlic,Yield,2005,7750,kg/ha
Mauritius,Green garlic,Yield,2006,7625,kg/ha
Mauritius,Green garlic,Yield,2007,6555.6,kg/ha
Mauritius,Green garlic,Yield,2008,6666.7,kg/ha
Mauritius,Green garlic,Yield,2009,7000,kg/ha
Mauritius,Green garlic,Yield,2010,6000,kg/ha
Mauritius,Green garlic,Yield,2011,6800,kg/ha
Mauritius,Green garlic,Yield,2012,6125,kg/ha
Mauritius,Green garlic,Yield,2013,6687.5,kg/ha
Mauritius,Green garlic,Yield,2014,6037,kg/ha
Mauritius,Green garlic,Yield,2015,6538.5,kg/ha
Mauritius,Green garlic,Yield,2016,6569.9,kg/ha
Mauritius,Green garlic,Yield,2017,6857.1,kg/ha
Mauritius,Green garlic,Yield,2018,7100,kg/ha
Mauritius,Green garlic,Yield,2019,6000,kg/ha
Mauritius,Green garlic,Yield,2020,5571.4,kg/ha
Mauritius,Green garlic,Yield,2021,6200,kg/ha
Mauritius,Green garlic,Yield,2022,7000,kg/ha
Mauritius,Green garlic,Yield,2023,4333.3,kg/ha
Mauritius,Green garlic,Production,2000,46,t
Mauritius,Green garlic,Production,2001,40,t
Mauritius,Green garlic,Production,2002,25,t
Mauritius,Green garlic,Production,2003,63,t
Mauritius,Green garlic,Production,2004,76,t
Mauritius,Green garlic,Production,2005,93,t
Mauritius,Green garlic,Production,2006,61,t
Mauritius,Green garlic,Production,2007,59,t
Mauritius,Green garlic,Production,2008,20,t
Mauritius,Green garlic,Production,2009,28,t
Mauritius,Green garlic,Production,2010,24,t
Mauritius,Green garlic,Production,2011,34,t
Mauritius,Green garlic,Production,2012,98,t
Mauritius,Green garlic,Production,2013,107,t
Mauritius,Green garlic,Production,2014,163,t
Mauritius,Green garlic,Production,2015,85,t
Mauritius,Green garlic,Production,2016,119.77,t
Mauritius,Green garlic,Production,2017,96,t
Mauritius,Green garlic,Production,2018,71,t
Mauritius,Green garlic,Production,2019,48,t
Mauritius,Green garlic,Production,2020,39,t
Mauritius,Green garlic,Production,2021,31,t
Mauritius,Green garlic,Production,2022,49,t
Mauritius,Green garlic,Production,2023,52,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2010,1467,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2011,1787,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2012,1577,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2013,1563,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2014,1504,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2015,1295,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2016,1353,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2017,1379,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2018,1470,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2019,1583,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2020,1083,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2021,1097,t
Mauritius,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2022,1156,t
Mauritius,Groundnut oil,Production,2000,0,t
Mauritius,Groundnut oil,Production,2001,0,t
Mauritius,Groundnut oil,Production,2002,0,t
Mauritius,Groundnut oil,Production,2003,0,t
Mauritius,Groundnut oil,Production,2004,0,t
Mauritius,Groundnut oil,Production,2005,0,t
Mauritius,Groundnut oil,Production,2006,0,t
Mauritius,Groundnut oil,Production,2007,0,t
Mauritius,Groundnut oil,Production,2008,0,t
Mauritius,Groundnut oil,Production,2009,0,t
Mauritius,Groundnut oil,Production,2010,0,t
Mauritius,Groundnut oil,Production,2011,0,t
Mauritius,Groundnut oil,Production,2012,0,t
Mauritius,Groundnut oil,Production,2013,0,t
Mauritius,Groundnut oil,Production,2014,0,t
Mauritius,Groundnut oil,Production,2015,0,t
Mauritius,Groundnut oil,Production,2016,0,t
Mauritius,Groundnut oil,Production,2017,0,t
Mauritius,Groundnut oil,Production,2018,0,t
Mauritius,"Groundnuts, excluding shelled",Area harvested,2000,123,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2001,123,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2002,116,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2003,255,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2004,212,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2005,137,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2006,178,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2007,140,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2008,143,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2009,241,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2010,208,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2011,163,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2012,266,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2013,182,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2014,240,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2015,99,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2016,56,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2017,91,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2018,87,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2019,186,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2020,166,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2021,146,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2022,136,ha
Mauritius,"Groundnuts, excluding shelled",Area harvested,2023,151,ha
Mauritius,"Groundnuts, excluding shelled",Yield,2000,3317.1,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2001,2626,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2002,2448.3,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2003,3502,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2004,2877.4,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2005,1686.1,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2006,2140.4,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2007,2071.4,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2008,2237.8,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2009,2435.7,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2010,2673.1,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2011,3061.3,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2012,2718,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2013,2368.1,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2014,2575,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2015,1909.1,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2016,2660.7,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2017,2956,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2018,2459.8,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2019,2107.5,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2020,2192.8,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2021,2150.7,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2022,2286.8,kg/ha
Mauritius,"Groundnuts, excluding shelled",Yield,2023,2304.6,kg/ha
Mauritius,"Groundnuts, excluding shelled",Production,2000,408,t
Mauritius,"Groundnuts, excluding shelled",Production,2001,323,t
Mauritius,"Groundnuts, excluding shelled",Production,2002,284,t
Mauritius,"Groundnuts, excluding shelled",Production,2003,893,t
Mauritius,"Groundnuts, excluding shelled",Production,2004,610,t
Mauritius,"Groundnuts, excluding shelled",Production,2005,231,t
Mauritius,"Groundnuts, excluding shelled",Production,2006,381,t
Mauritius,"Groundnuts, excluding shelled",Production,2007,290,t
Mauritius,"Groundnuts, excluding shelled",Production,2008,320,t
Mauritius,"Groundnuts, excluding shelled",Production,2009,587,t
Mauritius,"Groundnuts, excluding shelled",Production,2010,556,t
Mauritius,"Groundnuts, excluding shelled",Production,2011,499,t
Mauritius,"Groundnuts, excluding shelled",Production,2012,723,t
Mauritius,"Groundnuts, excluding shelled",Production,2013,431,t
Mauritius,"Groundnuts, excluding shelled",Production,2014,618,t
Mauritius,"Groundnuts, excluding shelled",Production,2015,189,t
Mauritius,"Groundnuts, excluding shelled",Production,2016,149,t
Mauritius,"Groundnuts, excluding shelled",Production,2017,269,t
Mauritius,"Groundnuts, excluding shelled",Production,2018,214,t
Mauritius,"Groundnuts, excluding shelled",Production,2019,392,t
Mauritius,"Groundnuts, excluding shelled",Production,2020,364,t
Mauritius,"Groundnuts, excluding shelled",Production,2021,314,t
Mauritius,"Groundnuts, excluding shelled",Production,2022,311,t
Mauritius,"Groundnuts, excluding shelled",Production,2023,348,t
Mauritius,"Hen eggs in shell, fresh",Yield,2000,177,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2001,176,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2002,176,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2003,176,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2004,176,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2005,176,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2006,161,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2007,161,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2008,150,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2009,164,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2010,164,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2011,160,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2012,170,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2013,171,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2014,174,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2015,174,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2016,169,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2017,167,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2018,181,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2019,189,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2020,166,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2021,168,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2022,174,No/An
Mauritius,"Hen eggs in shell, fresh",Yield,2023,197,No/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2000,8865,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2001,8792,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2002,8790,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2003,8814,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2004,8805,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2005,8797,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2006,8869,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2007,8859,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2008,8871,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2009,8850,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2010,9027,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2011,8824,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2012,9333,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2013,9417,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2014,9583,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2015,9548,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2016,9318,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2017,9185,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2018,9938,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2019,10410,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2020,9135,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2021,9236,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2022,9594,g/An
Mauritius,"Hen eggs in shell, fresh",Yield/Carcass Weight,2023,10818,g/An
Mauritius,"Hen eggs in shell, fresh",Production,2000,12500,t
Mauritius,"Hen eggs in shell, fresh",Production,2001,13100,t
Mauritius,"Hen eggs in shell, fresh",Production,2002,13800,t
Mauritius,"Hen eggs in shell, fresh",Production,2003,13750,t
Mauritius,"Hen eggs in shell, fresh",Production,2004,14000,t
Mauritius,"Hen eggs in shell, fresh",Production,2005,13020,t
Mauritius,"Hen eggs in shell, fresh",Production,2006,12150,t
Mauritius,"Hen eggs in shell, fresh",Production,2007,11650,t
Mauritius,"Hen eggs in shell, fresh",Production,2008,11000,t
Mauritius,"Hen eggs in shell, fresh",Production,2009,10000,t
Mauritius,"Hen eggs in shell, fresh",Production,2010,10200,t
Mauritius,"Hen eggs in shell, fresh",Production,2011,10500,t
Mauritius,"Hen eggs in shell, fresh",Production,2012,11200,t
Mauritius,"Hen eggs in shell, fresh",Production,2013,11300,t
Mauritius,"Hen eggs in shell, fresh",Production,2014,11500,t
Mauritius,"Hen eggs in shell, fresh",Production,2015,12000,t
Mauritius,"Hen eggs in shell, fresh",Production,2016,11800,t
Mauritius,"Hen eggs in shell, fresh",Production,2017,12400,t
Mauritius,"Hen eggs in shell, fresh",Production,2018,12800,t
Mauritius,"Hen eggs in shell, fresh",Production,2019,13500,t
Mauritius,"Hen eggs in shell, fresh",Production,2020,12000,t
Mauritius,"Hen eggs in shell, fresh",Production,2021,12200,t
Mauritius,"Hen eggs in shell, fresh",Production,2022,16300,t
Mauritius,"Hen eggs in shell, fresh",Production,2023,14500,t
Mauritius,"Hen eggs in shell, fresh",Production,2000,250000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2001,262000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2002,276000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2003,275000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2004,280000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2005,260000,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2006,220900,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2007,211800,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2008,185500,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2009,185500,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2010,185500,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2011,190900,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2012,203600,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2013,205500,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2014,209100,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2015,218200,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2016,214545,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2017,225455,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2018,232727,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2019,245454,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2020,218182,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2021,221818,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2022,296364,1000 No
Mauritius,"Hen eggs in shell, fresh",Production,2023,263636,1000 No
Mauritius,"Hen eggs in shell, fresh",Laying,2000,1410,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2001,1490,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2002,1570,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2003,1560,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2004,1590,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2005,1480,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2006,1370,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2007,1315,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2008,1240,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2009,1130,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2010,1130,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2011,1190,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2012,1200,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2013,1200,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2014,1200,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2015,1257,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2016,1266,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2017,1350,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2018,1288,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2019,1297,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2020,1314,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2021,1321,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2022,1699,1000 An
Mauritius,"Hen eggs in shell, fresh",Laying,2023,1340,1000 An
Mauritius,Horses,Stocks,2000,150,An
Mauritius,Horses,Stocks,2001,150,An
Mauritius,Horses,Stocks,2002,150,An
Mauritius,Horses,Stocks,2003,150,An
Mauritius,Horses,Stocks,2004,150,An
Mauritius,Horses,Stocks,2005,150,An
Mauritius,Horses,Stocks,2006,150,An
Mauritius,Horses,Stocks,2007,150,An
Mauritius,Horses,Stocks,2008,150,An
Mauritius,Horses,Stocks,2009,150,An
Mauritius,Horses,Stocks,2010,150,An
Mauritius,Horses,Stocks,2011,150,An
Mauritius,Horses,Stocks,2012,150,An
Mauritius,Horses,Stocks,2013,150,An
Mauritius,Horses,Stocks,2014,150,An
Mauritius,Horses,Stocks,2015,150,An
Mauritius,Horses,Stocks,2016,150,An
Mauritius,Horses,Stocks,2017,140,An
Mauritius,Horses,Stocks,2018,143,An
Mauritius,Horses,Stocks,2019,146,An
Mauritius,Horses,Stocks,2020,146,An
Mauritius,Horses,Stocks,2021,146,An
Mauritius,Horses,Stocks,2022,145,An
Mauritius,Horses,Stocks,2023,145,An
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2000,35,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2001,28,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2002,17,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2003,8,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2004,8,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2005,8,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2006,10,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2007,13,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2008,14,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2009,19,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2010,21,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2011,19,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2012,19,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2013,17,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2014,19,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2015,18,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2016,17,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2017,16,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2018,9,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2019,12,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2020,9,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2021,8,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2022,10,ha
Mauritius,Leeks and other alliaceous vegetables,Area harvested,2023,17,ha
Mauritius,Leeks and other alliaceous vegetables,Yield,2000,7514.3,kg/ha
Mauritius,Leeks and other alliaceous vegetables,Yield,2001,9607.1,kg/ha
